metric	global	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62
aucROC	0.7864072270263354	0.7675773280484961	0.824022177358281	0.7468684370094161	0.719954396554288	0.8276814699813994	0.7638115897157041	0.8346906931877326	0.8065756809259824	0.825437861306316	0.8485842166168656	0.8143834804025819	0.8044958532133195	0.786756807989873	0.7514548893429112	0.8044152908905393	0.8153860204449311	0.8192441070767182	0.7525708420424744	0.7967326059774134	0.7665203198743558	0.7744334458006655	0.8102635768739193	0.8055455654909673	0.7328946578358236	0.8435931135126166	0.7953809053102192	0.7469498018413223	0.8171882708160064	0.814463303921644	0.8136262983340236	0.7744208209802783	0.7347141572520173	0.7443941837954486	0.8111237485830327	0.8018855905491414	0.772224554977768	0.7536001412940517	0.8314708237360415	0.8056242463255807	0.8140854041069439	0.8016358663525106	0.780431380486256	0.8152808929919154	0.8184917476305618	0.7698833595149508	0.7478774957471274	0.7173762468846818	0.7764404960330991	0.8627400324511955	0.8134024003279425	0.7583034742714428	0.7375840023589864	0.7608038281737979	0.7626791092826617	0.7695833493852908	0.7142621021426838	0.8142546431728315	0.7572256319567854	0.8233422577125915	0.7315020921470486	0.7387155781908332	0.7954012400773842	0.8013913960694411
aucPR	0.33065246026003065	0.21373946107882874	0.3484509121022378	0.17294723396979889	0.12817425798808274	0.46853013358682843	0.313585250982725	0.2057302717859817	0.4670052803583107	0.5141719851811801	0.167134476977977	0.47532168306293276	0.4653433762877289	0.38852396770343944	0.2583699185632918	0.3399511464311669	0.38482434513780006	0.44245163289000633	0.33940810174617175	0.41929208731352063	0.3307835933597746	0.3851721247342932	0.5751812369210134	0.5027711309734079	0.10906840272390055	0.23609637277506368	0.46280380956897	0.30119337419461034	0.5043267879908697	0.34158045301515916	0.5864258972129315	0.2819550994849076	0.13882058731177105	0.1779015193649922	0.5723951759903169	0.5135232088370895	0.3306221940125076	0.1319210049181775	0.39428079949096806	0.44116742842473616	0.3759864486988744	0.501927906368457	0.32748044912681257	0.5524441995542944	0.2841846952517866	0.2703798922332812	0.24080038023054837	0.2918153327034574	0.3080677271622493	0.10582887277506181	0.5717586058127287	0.06971385074451052	0.04101552929238125	0.15664240062520868	0.26886355369859755	0.400536065214058	0.3144498794347279	0.4103391093419011	0.2116197132038372	0.20864659131498822	0.15125152094787309	0.32858359107181245	0.3068052825547755	0.3010176745662368
